nom_complet,siren,nb_sites,nb_departements,departements
FREDERIC LAVIGNE (SEMEGNON LAVIGNE),951735604,1,1,62
ETS OUTREBON ET FILS,334111077,1,1,62
LEBEL VIANDES SERVICE,324346634,1,1,62
COOKETTO GROUP (PORKETTO),349409896,1,1,62
ETS CAMBIE,349629949,1,1,62
FREDERIC WALKER (NORD EPICES PROCESS),377965728,1,1,62
FRANCOIS BENSE (EIRL BENSE FRANCOIS),453284036,1,1,62
ANDRE CAUX,792874679,1,1,62
MB DECOUPE,489901785,1,1,62
YANNICK FAUQUET,749909925,1,1,62
BERTRAND SAUVAGE BY LE TRADITIONNEL,833709512,1,1,62
DANIEL VASSEUR,319351623,1,1,62
BOUCHERIE DE WAILLY,922328141,1,1,62
SEBASTIEN CHRETIEN,920592185,1,1,62
LE COMPTOIR DE CLEMENT,921466702,1,1,62
SOCIETE LA CREQUOISE,301710349,1,1,62
FRANCK HONVAULT,948412697,1,1,62
JORDAN GORET (GORET JORDAN),910605377,1,1,62
PRESTIGE VIANDES,488436775,1,1,62
GILLES WANTE (GIL'PRESTA BOUCHERIE),453770968,1,1,62
BENJAMIN HANOT (HANOT BENJAMIN),849813217,1,1,62
PCB-B,817485006,1,1,62
CHEZ SYLVAIN,917997090,1,1,62
LIMOUJOUX AUVERGNE VIANDES ET SALAISONS,752895896,2,1,63
RABOISSON FAMILY,791060700,2,1,63
BOUCHERIE AU FIN GOURMET,920488814,2,1,63
COOPERATIVE ARTISAN BOUCHERS ABATTANTS,380252445,1,1,63
APPROVIANDE,384287330,1,1,63
SARL OZER BOUCHERIE,922024385,1,1,63
SAS BER O,909581076,1,1,63
LA BANBAURE (BOUCHERIE LA BANBAURE),917989659,1,1,63
BOUCHERIE COURTINAT (BOUCHERIE COURTINAT),901687830,1,1,63
LA BOUCHERIE DU TERROIR,978537892,1,1,63
AUVERGNE VIANDE S A,397180027,1,1,63
VIANDES DES COMBRAILLES,448560474,1,1,63
LA FERME DES LOZAMIES (LA FERME DES LOZAMIES),838982635,1,1,63
CHEZ MARIUS,948084868,1,1,63
DISTRIPORC SARL,871201190,1,1,63
C.F. DESOSSE,913756904,1,1,63
MAISON VILLERETTE,917724304,1,1,63
LES VIANDES DU HAUT BEARN,317706802,4,1,64
LAHOURATATE SAS,319680302,2,1,64
MAISON JACQUES DE BUZY,802540385,2,1,64
MICHEL DUHART,789246204,2,1,64
MAISON HAGRON,911975464,2,1,64
ABATTOIRS DU PAYS DE SOULE,348067422,1,1,64
SICA BELAUN,507605947,1,1,64
ABATTOIR D'OSSAU,789394459,1,1,64
ABATTOIR DU HAUT BEARN,790211916,1,1,64
TERROIR DE CABANA,480564418,1,1,64
DOMINIQUE DUBLANC,432354819,1,1,64
LANORE ERRECART,884002312,1,1,64
ARKA (MAISON SAGE),882722135,1,1,64
PHILIPPE IRIGOYEN (IRIGOYEN PHILIPPE),917411514,1,1,64
BONIFACIO LOPES CALHAU,909249690,1,1,64
LA BOUCHERIE D'IRATY,911478279,1,1,64
BOUCHERIE VIGNAUD,981599301,1,1,64
ETABLISSEMENTS FAGET,392923587,1,1,64
PH EMENGOA,532615408,1,1,64
SAINT PALAIS IRIBARREN DESOSSE - SPIDO (SAINT PALAIS IRIBARREN DESOSSE - SPIDO),807743802,1,1,64
PEDAVIA,095880704,1,1,64
SI AMENAGEMENT GESTION ABATTOIR SAINT JEAN PIED DE PORT,256403684,1,1,64
SCA AGNEAUX DE LAIT DES PYRENEES AXURIA,328580485,1,1,64
LES BOC' AU MAX (LES BOC' AU MAX),902369362,1,1,64
TRAITEUR DU HAUT BEARN (TRAITEUR DU HAUT BEARN),922540208,1,1,64
HIRUAK,300558616,1,1,64
THOMAS BARRIER (LA BASE),947520607,1,1,64
YACIN BEN,910670884,1,1,64
BRUYERE (ELEVAGE LA BRUYERE ELEVAGE TRADITIONNEL DES LANDES DE GASCOGNE),524048659,1,1,64
HURBIL (HURBIL),899790448,1,1,64
FERME LES ACACIAS,879614816,1,1,64
ETABLISSEMENTS BETBEDER,811471283,1,1,64
RALPH LAMBINON (BILTONG BASQUE),850627563,1,1,64
KOKOKO DEVELOPPEMENT,840027262,1,1,64
JASMIN ALSHAM,913374807,1,1,64
CHRISTOPHE LEYGUE,918588799,1,1,64
VIANDES DE BIGORRE,888785839,2,1,65
LES 5 C,878312636,2,1,65
GUILLAUME TISNE,511838583,2,1,65
SOCIETE DE GESTION DE L'ABATTOIR DE TARBES EN ABREGE SOGEAT,538588609,1,1,65
HORTA L,453642282,1,1,65
LE PORC DU MAGNOAC,919288589,1,1,65
BOUCHERIE DU LOURON (BOUCHERIE DU LOURON),912800323,1,1,65
PILATIGA,915315618,1,1,65
MICKAEL CARRASCO,834792129,1,1,65
GILLES DABAT (BOUCHERIE CHARCUTERIE G.DABAT),791384191,1,1,65
BRUNO LUZI (BL DECOUPE DE VIANDES),399681527,1,1,65
COOPERATIVE AGRICOLE DU PAYS DES GAVES,420947475,1,1,65
SARDA DECOUPE,885375121,2,1,66
L'ATELIER DU VALLESPIR,909633349,2,1,66
MELE LANGLOIS,901852947,2,1,66
GUASCH & FILS,319049276,1,1,66
FREDERIK GOBERT,385108469,1,1,66
LES DELICES CATALANS,792977175,1,1,66
YANNICK PORRET (DU BON TERROIR),880723242,1,1,66
LAURENT PORTAL,905314480,1,1,66
NAWAL 66 (NAWAL),908016579,1,1,66
ABATTOIR TRANSFRONTALIER CERDAGNE CAPCIR,824391585,1,1,66
VOLAILLES DES PYRENEES,794734657,1,1,66
SARL PRADAL FRERES,505219188,1,1,66
LA CATALANE D'ABATTAGE,451373054,1,1,66
BOUCHERIE CHARCUTERIE TRAITEUR RIEDINGER BALZER,343515466,3,1,67
ALSACE GIBIER,799453469,2,1,67
L'ETAL D'ELISE,952052751,2,1,67
TRAITEUR ROMANN & FILS,800939845,2,1,67
ELSASS VIANDE,314548421,1,1,67
LANE ATANGANA (TOUT FUME AU BOIS-SOYADUC D'ALSACE),533347217,1,1,67
MIGROVIA,789785961,1,1,67
SOC D EXPLOITA DE L ABATTOIR (STEAH),698500584,1,1,67
REMY MUNSCH,325153161,1,1,67
ALBERT WEISS,402589956,1,1,67
BACHER DANIEL DESOSSAGE,445376502,1,1,67
ECHPAR,477858245,1,1,67
RAPIDE VIANDE (KILING SERVICES),791514102,1,1,67
FOSSATI PRESTATIONS DE SERVICES (F.P.S),811868850,1,1,67
MAISON DU GIBIER,820709699,1,1,67
DENIS BASTIAN (BASTIAN DENIS),852837137,1,1,67
DENIS ERNWEIN (CHEZ DOUDOU),921900189,1,1,67
LA CARCASSE (LA CARCASSE),913696969,1,1,67
LA BELLE ROUGE (LA BELLE ROUGE),908196447,1,1,67
ILLER ALSACIENNE DE DISTRIBUTION,839941812,1,1,67
ROBERT HALTER,330280157,1,1,67
GEORGES REINHARDT,312777485,1,1,67
ALFRED BALTZER,320479538,1,1,67
JEAN KREISS,394972822,1,1,67
E.MARCHAL SARL,383356441,1,1,67
JEAN STRUB,389622531,1,1,67
ROBERT BALZLI,408059913,1,1,67
BEYER ALEX SARL,422178483,1,1,67
SARL EUROPE DESOSSAGE,422254714,1,1,67
DAMIEN DE JONG,668501521,1,1,67
ELITE BOUCHERIE (ELITE BOUCHERIE),901945790,1,1,67
CHEZ DAVID,904451929,1,1,67
AU PORC FUME,922095070,1,1,67
ALAIN ROETSCH,518520119,1,1,67
ARICI,921631032,1,1,67
L'ATELIER DU CHARCUTIER (L'ATELIER DU CHARCUTIER),912961794,1,1,67
OBA (OBA BOUCHERIE STEAKHOUSE),913002218,1,1,67
MAISON KUNTZ (MAISON KUNTZ),979893856,1,1,67
UEBERSCHLAG,317804235,4,1,68
BERNARD CHRISTEN,307729152,2,1,68
CHEZ LAURENT BURNHAUPT,977937226,2,1,68
CHEZ LAURENT GUEWENHEIM,977937309,2,1,68
ARSENE BURY,314944315,1,1,68
DAVID MOUSSEL (MD PRESTATAIRE),753460377,1,1,68
SICA VIANDE ET MONTAGNE (SICAVIM),423104652,1,1,68
SOCIETE D'EXPLOITATION DE L'ABATTOIR DE PROXIMITE DU HAUT-RHIN,489269654,1,1,68
FLAVIO FERREIRA DE LIMA,802366369,1,1,68
EQUIBARF,853352870,1,1,68
AU SOIKOPF,922315254,1,1,68
LA MEDINA,514235183,1,1,68
"ELEONOR, LA ROSE DES SABLES (ELEONOR, LA ROSE DES SABLES)",818099376,1,1,68
KADIR KIRDAR,914814801,1,1,68
ABC BOUCHERIE,823646781,3,1,69
LASZLO TOTH,904157021,2,1,69
DIDIER PLANUS (PLANUS),433724994,1,1,69
HALLAL SAVEUR,497489633,1,1,69
COMPLEXE INTERNATIONAL DU BETAIL ET DES VIANDES DE LYON (CIBEVIAL),302455365,1,1,69
DAOUD BIBA (BOUCHERIE DU BONHEUR),517763868,1,1,69
BERNARD DEVAUX,521110304,1,1,69
STEPHANE SIVIGNON (SIVIGNON),522465921,1,1,69
FABRICE CHAPELON,803242643,1,1,69
OVIN'MOUV,893909671,1,1,69
MOHAMED ESSAKKAKI,481953362,1,1,69
BOUCHERIE PYRAMIDE II,909782674,1,1,69
RHK (L HERITAGE MINUT),918866641,1,1,69
MAISON WILLIAM,913376356,1,1,69
MAISON PETIT,914502034,1,1,69
BOUCHERIE DU MONDE,914574025,1,1,69
BOUCHERIE BEBEL SHOP (BOUCHERIE BEBEL SHOP),910983816,1,1,69
GREEN MEAT,904578630,1,1,69
BNR 69 (BOUCHERIE DES MINGUETTES),904589702,1,1,69
DELICES VIANDES (DELICES VIANDES),907644827,1,1,69
BOUCHERIE DU TRAM,909181513,1,1,69
AB PRESTATIONS (AB PRESTATIONS),851421446,1,1,69
ENZO BRILL (BRILL),949230031,1,1,69
MAISON TEVI (MAISON TEVI),982061913,1,1,69
FREDERIC PIOT,793924929,1,1,69
IMRAN (BOUCHERIE REPUBLIQUE),909775066,1,1,69
SAINT LAURENT VIANDES,435256516,1,1,69
SYLVAIN CHOSSON (SCPB),907841712,1,1,69
MBD5 (MON BOUCHER DU 5EME),907944862,1,1,69
MOHAMED ALI KORTAS (KLAY'S BUTCHERS SHOP),903951861,1,1,69
VENISSY 69,921990388,1,1,69
LE BOEUF DORE,922325360,1,1,69
ALEXIS MATEESCU (AM BOUCHER),910849660,1,1,69
LES PRODUCTEURS DE VIANDE REUNIS,508532710,1,1,69
H.J.H.,484821434,1,1,69
HACHES DE FRANCE (HDF),878626381,1,1,69
STE EXPLOIT COOP ABATT TARARE (SECAT),726880032,1,1,69
MAISON CHAPELLE (MAISON CHAPELLE),913420873,1,1,69
ALEX JOFFRE,921653143,1,1,69
LES 2 BOEUFS,914726799,1,1,69
LA BOUCHE RIT DU 8 EME,982540692,1,1,69
BOUCHERIE ESSAHLI MIMOUN ET FILS (BOUCHERIE ESSAHLI),540082500,2,1,70
ROBERT STEPHANE LA CHVALINE,948781869,2,1,70
ABATTOIR DE LA MOTTE (ABATTOIR DE LA MOTTE),539331702,1,1,70
MICHEL BRESSON,381170455,1,1,70
SOCIETE D'ABATTAGE DES VOSGES SAONOISES (SAVS),410255418,1,1,70
FRANCK CHARLES,488619818,1,1,70
BOUCHERIE MARIR (BOUCHERIE MARIR),919393785,1,1,70
RS BOUCHERIE (RS BOUCHERIE),911448249,1,1,70
VOSGES SAONOISES VIANDES,751034240,1,1,70
ERIC GENET (PYRENEES BOUCHER SERVICES),878357318,1,1,70
SOCIETE COURROYE MICHEL ET COMPAGNIE,676750227,1,1,70
ARTUK,953165909,1,1,70
PHILIPPE TUPINIER,347771743,1,1,71
SARL BALIGAND (COMPTOIR CHAROLLAIS),501950950,1,1,71
BERNARD PRUDENT,320041155,1,1,71
WAECHTER VACHEY SARL,515170256,1,1,71
CHAROLLAIS VIANDES,350653069,1,1,71
PARI - GAGNE,483231437,1,1,71
LUDOVIC LEBREUIL,799545868,1,1,71
AGNES FRAS (BONNIN),803341080,1,1,71
SARL DUCAROUGE,805152089,1,1,71
BOUCHERIE 555,921269700,1,1,71
JASON PLISSON (PLISSON),914999719,1,1,71
JONATHAN PERRAUDIN (CHEZ JOHN),900831934,1,1,71
BOUCHERIE DU STADE,904956489,1,1,71
EURL QUENTIN BETTO,752987701,1,1,71
SICA DE L'ABATTOIR COMMUNAUTAIRE DU GRAND AUTUNOIS MORVAN,416920114,1,1,71
NICOLAS DUPONT,920306834,1,1,71
JULIEN AUBLANC,500489455,1,1,71
SARL PRE DE CHEZ VOUS,841907645,1,1,71
AGRO INDUSTRIE (AI),821056314,1,1,71
THIERRY AMATE,813797545,1,1,71
